date,sku_id,category,units_sold,units_received,closing_stock,lead_time_days
2026-01-04,SKU-1013,Pasta,504.0,0,188.0,10
2026-01-05,SKU-1013,Pasta,476.0,0,0.0,10
2026-01-06,SKU-1013,Pasta,501.0,0,0.0,10
2026-01-07,SKU-1013,Pasta,556.0,0,0.0,10
2026-01-08,SKU-1013,Pasta,640.0,0,0.0,10
2026-01-09,SKU-1013,Pasta,427.0,0,0.0,10
2026-01-10,SKU-1013,Pasta,425.0,6481,6056.0,10
2026-01-11,SKU-1013,Pasta,321.0,0,5735.0,10
2026-01-12,SKU-1013,Pasta,386.0,0,5349.0,10
2026-01-13,SKU-1013,Pasta,532.0,0,4817.0,10
2026-01-14,SKU-1013,Pasta,456.0,0,4361.0,10
2026-01-15,SKU-1013,Pasta,1071.0,0,3290.0,10
2026-01-16,SKU-1013,Pasta,396.0,0,2894.0,10
2026-01-17,SKU-1013,Pasta,473.0,0,2421.0,10
2026-01-18,SKU-1013,Pasta,898.0,0,1523.0,10
2026-01-19,SKU-1013,Pasta,480.0,0,1043.0,10
2026-01-20,SKU-1013,Pasta,592.0,0,451.0,10
2026-01-21,SKU-1013,Pasta,348.0,0,103.0,10
2026-01-22,SKU-1013,Pasta,507.0,0,0.0,10
2026-01-23,SKU-1013,Pasta,415.0,0,0.0,10
2026-01-24,SKU-1013,Pasta,412.0,4936,4524.0,10
2026-01-25,SKU-1013,Pasta,399.0,0,4125.0,10
2026-01-26,SKU-1013,Pasta,309.0,0,3816.0,10
2026-01-27,SKU-1013,Pasta,482.0,0,3334.0,10
2026-01-28,SKU-1013,Pasta,548.0,0,2786.0,10
2026-01-29,SKU-1013,Pasta,461.0,0,2325.0,10
2026-01-30,SKU-1013,Pasta,604.0,4646,6367.0,10
2026-01-31,SKU-1013,Pasta,416.0,0,5951.0,10
2026-02-01,SKU-1013,Pasta,399.0,0,5552.0,10
2026-02-02,SKU-1013,Pasta,292.0,0,5260.0,10
2026-02-03,SKU-1013,Pasta,504.0,0,4756.0,10
2026-02-04,SKU-1013,Pasta,581.0,0,4175.0,10
2026-02-05,SKU-1013,Pasta,400.0,0,3775.0,10
2026-02-06,SKU-1013,Pasta,378.0,0,3397.0,10
2026-02-07,SKU-1013,Pasta,452.0,0,2945.0,10
2026-02-08,SKU-1013,Pasta,413.0,0,2532.0,10
2026-02-09,SKU-1013,Pasta,423.0,5185,7294.0,10
2026-02-10,SKU-1013,Pasta,521.0,0,6773.0,10
2026-02-11,SKU-1013,Pasta,494.0,0,6279.0,10
2026-02-12,SKU-1013,Pasta,429.0,0,5850.0,10
2026-02-13,SKU-1013,Pasta,518.0,0,5332.0,10
2026-02-14,SKU-1013,Pasta,429.0,0,4903.0,10
2026-02-15,SKU-1013,Pasta,447.0,0,4456.0,10
2026-02-16,SKU-1013,Pasta,494.0,0,3962.0,10
2026-02-17,SKU-1013,Pasta,532.0,0,3430.0,10
2026-02-18,SKU-1013,Pasta,571.0,0,2859.0,10
2026-02-19,SKU-1013,Pasta,412.0,0,2447.0,10
2026-02-20,SKU-1013,Pasta,385.0,0,2062.0,10
2026-02-21,SKU-1013,Pasta,404.0,6577,8235.0,10
2026-02-22,SKU-1013,Pasta,491.0,0,7744.0,10
2026-02-23,SKU-1013,Pasta,324.0,0,7420.0,10
2026-02-24,SKU-1013,Pasta,426.0,0,6994.0,10
2026-02-25,SKU-1013,Pasta,455.0,0,6539.0,10
2026-02-26,SKU-1013,Pasta,638.0,0,5901.0,10
2026-02-27,SKU-1013,Pasta,543.0,0,5358.0,10
2026-02-28,SKU-1013,Pasta,537.0,0,4821.0,10
2026-03-01,SKU-1013,Pasta,392.0,0,4429.0,10
2026-03-02,SKU-1013,Pasta,553.0,0,3876.0,10
2026-03-03,SKU-1013,Pasta,533.0,0,3343.0,10
2026-03-04,SKU-1013,Pasta,550.0,0,2793.0,10
2026-03-05,SKU-1013,Pasta,416.0,0,2377.0,10
2026-03-06,SKU-1013,Pasta,543.0,0,1834.0,10
2026-03-07,SKU-1013,Pasta,416.0,0,1418.0,10
2026-03-08,SKU-1013,Pasta,349.0,6569,7638.0,10
2026-03-09,SKU-1013,Pasta,449.0,0,7189.0,10
2026-03-10,SKU-1013,Pasta,537.0,0,6652.0,10
2026-03-11,SKU-1013,Pasta,473.0,0,6179.0,10
2026-03-12,SKU-1013,Pasta,488.0,0,5691.0,10
2026-03-13,SKU-1013,Pasta,451.0,0,5240.0,10
2026-03-14,SKU-1013,Pasta,400.0,0,4840.0,10
2026-03-15,SKU-1013,Pasta,397.0,0,4443.0,10
2026-03-16,SKU-1013,Pasta,449.0,0,3994.0,10
2026-03-17,SKU-1013,Pasta,474.0,0,3520.0,10
2026-03-18,SKU-1013,Pasta,1366.0,0,2154.0,10
2026-03-19,SKU-1013,Pasta,1292.0,0,862.0,10
2026-03-20,SKU-1013,Pasta,448.0,0,414.0,10
2026-03-21,SKU-1013,Pasta,386.0,0,28.0,10
2026-03-22,SKU-1013,Pasta,465.0,0,0.0,10
2026-03-23,SKU-1013,Pasta,447.0,0,0.0,10
2026-03-24,SKU-1013,Pasta,457.0,0,0.0,10
2026-03-25,SKU-1013,Pasta,483.0,5799,5316.0,10
2026-03-26,SKU-1013,Pasta,348.0,0,4968.0,10
2026-03-27,SKU-1013,Pasta,448.0,0,4520.0,10
2026-03-28,SKU-1013,Pasta,499.0,0,4021.0,10
2026-03-29,SKU-1013,Pasta,376.0,0,3645.0,10
2026-03-30,SKU-1013,Pasta,637.0,0,3008.0,10
2026-03-31,SKU-1013,Pasta,577.0,0,2431.0,10
2026-04-01,SKU-1013,Pasta,565.0,0,1866.0,10
2026-04-02,SKU-1013,Pasta,539.0,0,1327.0,10
2026-04-03,SKU-1013,Pasta,441.0,0,886.0,10
2026-04-04,SKU-1013,Pasta,386.0,6215,6715.0,10
2026-04-05,SKU-1013,Pasta,411.0,0,6304.0,10
2026-04-06,SKU-1013,Pasta,379.0,0,5925.0,10
2026-04-07,SKU-1013,Pasta,477.0,0,5448.0,10
2026-04-08,SKU-1013,Pasta,481.0,0,4967.0,10
2026-04-09,SKU-1013,Pasta,610.0,0,4357.0,10
2026-04-10,SKU-1013,Pasta,451.0,0,3906.0,10
2026-04-11,SKU-1013,Pasta,386.0,0,3520.0,10
2026-04-12,SKU-1013,Pasta,422.0,6375,9473.0,10
2026-04-13,SKU-1013,Pasta,497.0,0,8976.0,10
2026-04-14,SKU-1013,Pasta,585.0,0,8391.0,10
2026-04-15,SKU-1013,Pasta,617.0,0,7774.0,10
2026-04-16,SKU-1013,Pasta,623.0,0,7151.0,10
2026-04-17,SKU-1013,Pasta,416.0,0,6735.0,10
2026-04-18,SKU-1013,Pasta,384.0,0,6351.0,10
2026-04-19,SKU-1013,Pasta,394.0,0,5957.0,10
2026-04-20,SKU-1013,Pasta,410.0,0,5547.0,10
2026-04-21,SKU-1013,Pasta,575.0,0,4972.0,10
2026-04-22,SKU-1013,Pasta,420.0,0,4552.0,10
2026-04-23,SKU-1013,Pasta,567.0,0,3985.0,10
2026-04-24,SKU-1013,Pasta,352.0,0,3633.0,10
2026-04-25,SKU-1013,Pasta,334.0,0,3299.0,10
2026-04-26,SKU-1013,Pasta,402.0,0,2897.0,10
2026-04-27,SKU-1013,Pasta,519.0,0,2378.0,10
2026-04-28,SKU-1013,Pasta,535.0,0,1843.0,10
2026-04-29,SKU-1013,Pasta,460.0,0,1383.0,10
2026-04-30,SKU-1013,Pasta,336.0,0,1047.0,10
2026-05-01,SKU-1013,Pasta,470.0,5258,5835.0,10
2026-05-02,SKU-1013,Pasta,436.0,0,5399.0,10
2026-05-03,SKU-1013,Pasta,400.0,0,4999.0,10
2026-05-04,SKU-1013,Pasta,471.0,0,4528.0,10
2026-05-05,SKU-1013,Pasta,388.0,0,4140.0,10
2026-05-06,SKU-1013,Pasta,464.0,0,3676.0,10
2026-05-07,SKU-1013,Pasta,494.0,0,3182.0,10
2026-05-08,SKU-1013,Pasta,521.0,5032,7693.0,10
2026-05-09,SKU-1013,Pasta,365.0,0,7328.0,10
2026-05-10,SKU-1013,Pasta,941.0,0,6387.0,10
2026-05-11,SKU-1013,Pasta,493.0,0,5894.0,10
2026-05-12,SKU-1013,Pasta,322.0,0,5572.0,10
2026-05-13,SKU-1013,Pasta,535.0,0,5037.0,10
2026-05-14,SKU-1013,Pasta,,0,4564.0,10
2026-05-15,SKU-1013,Pasta,376.0,0,4188.0,10
2026-05-16,SKU-1013,Pasta,228.0,0,3960.0,10
2026-05-17,SKU-1013,Pasta,367.0,0,3593.0,10
2026-05-18,SKU-1013,Pasta,416.0,0,3177.0,10
2026-05-19,SKU-1013,Pasta,514.0,0,2663.0,10
2026-05-20,SKU-1013,Pasta,422.0,5661,7902.0,10
2026-05-21,SKU-1013,Pasta,524.0,0,7378.0,10
2026-05-22,SKU-1013,Pasta,436.0,0,6942.0,10
2026-05-23,SKU-1013,Pasta,368.0,0,6574.0,10
2026-05-24,SKU-1013,Pasta,479.0,0,6095.0,10
2026-05-25,SKU-1013,Pasta,491.0,0,5604.0,10
2026-05-26,SKU-1013,Pasta,416.0,0,5188.0,10
2026-05-27,SKU-1013,Pasta,430.0,0,4758.0,10
2026-05-28,SKU-1013,Pasta,505.0,0,4253.0,10
2026-05-29,SKU-1013,Pasta,372.0,0,3881.0,10
2026-05-30,SKU-1013,Pasta,485.0,0,3396.0,10
2026-05-31,SKU-1013,Pasta,442.0,0,2954.0,10
2026-06-01,SKU-1013,Pasta,432.0,0,2522.0,10
2026-06-02,SKU-1013,Pasta,579.0,0,1943.0,10
2026-06-03,SKU-1013,Pasta,485.0,0,1458.0,10
2026-06-04,SKU-1013,Pasta,517.0,0,941.0,10
2026-06-05,SKU-1013,Pasta,457.0,4717,5201.0,10
2026-06-06,SKU-1013,Pasta,392.0,0,4809.0,10
2026-06-07,SKU-1013,Pasta,382.0,0,4427.0,10
2026-06-08,SKU-1013,Pasta,434.0,0,3993.0,10
2026-06-09,SKU-1013,Pasta,427.0,0,3566.0,10
2026-06-10,SKU-1013,Pasta,452.0,0,3114.0,10
2026-06-11,SKU-1013,Pasta,615.0,0,2499.0,10
2026-06-12,SKU-1013,Pasta,,5844,7860.0,10
2026-06-13,SKU-1013,Pasta,419.0,0,7441.0,10
2026-06-14,SKU-1013,Pasta,529.0,0,6912.0,10
2026-06-15,SKU-1013,Pasta,612.0,0,6300.0,10
2026-06-16,SKU-1013,Pasta,609.0,0,5691.0,10
2026-06-17,SKU-1013,Pasta,472.0,0,5219.0,10
2026-06-18,SKU-1013,Pasta,481.0,0,4738.0,10
2026-06-19,SKU-1013,Pasta,463.0,0,4275.0,10
2026-06-20,SKU-1013,Pasta,475.0,0,3800.0,10
2026-06-21,SKU-1013,Pasta,396.0,0,3404.0,10
2026-06-22,SKU-1013,Pasta,458.0,0,2946.0,10
2026-06-23,SKU-1013,Pasta,451.0,4806,7301.0,10
2026-06-24,SKU-1013,Pasta,488.0,0,6813.0,10
2026-06-25,SKU-1013,Pasta,433.0,0,6380.0,10
2026-06-26,SKU-1013,Pasta,524.0,0,5856.0,10
2026-06-27,SKU-1013,Pasta,494.0,0,5362.0,10
2026-06-28,SKU-1013,Pasta,495.0,0,4867.0,10
2026-06-29,SKU-1013,Pasta,472.0,0,4395.0,10
2026-01-01,SKU-1014,Snacks,345.0,0,1726.0,7
2026-01-02,SKU-1014,Snacks,207.0,2945,4464.0,7
2026-01-03,SKU-1014,Snacks,251.0,0,4213.0,7
2026-01-04,SKU-1014,Snacks,197.0,0,4016.0,7
2026-01-05,SKU-1014,Snacks,382.0,0,3634.0,7
2026-01-06,SKU-1014,Snacks,296.0,0,3338.0,7
2026-01-07,SKU-1014,Snacks,264.0,0,3074.0,7
2026-01-08,SKU-1014,Snacks,332.0,0,2742.0,7
2026-01-09,SKU-1014,Snacks,268.0,0,2474.0,7
2026-01-10,SKU-1014,Snacks,293.0,0,2181.0,7
2026-01-11,SKU-1014,Snacks,217.0,0,1964.0,7
2026-01-12,SKU-1014,Snacks,253.0,0,1711.0,7
2026-01-13,SKU-1014,Snacks,240.0,0,1471.0,7
2026-01-14,SKU-1014,Snacks,392.0,0,1079.0,7
2026-01-15,SKU-1014,Snacks,373.0,2987,3693.0,7
2026-01-16,SKU-1014,Snacks,144.0,0,3549.0,7
2026-01-17,SKU-1014,Snacks,182.0,0,3367.0,7
2026-01-18,SKU-1014,Snacks,308.0,0,3059.0,7
2026-01-19,SKU-1014,Snacks,360.0,0,2699.0,7
2026-01-20,SKU-1014,Snacks,340.0,0,2359.0,7
2026-01-21,SKU-1014,Snacks,229.0,0,2130.0,7
2026-01-22,SKU-1014,Snacks,298.0,0,1832.0,7
2026-01-23,SKU-1014,Snacks,327.0,0,1505.0,7
2026-01-24,SKU-1014,Snacks,409.0,0,1096.0,7
2026-01-25,SKU-1014,Snacks,212.0,0,884.0,7
2026-01-26,SKU-1014,Snacks,184.0,0,700.0,7
2026-01-27,SKU-1014,Snacks,181.0,0,519.0,7
2026-01-28,SKU-1014,Snacks,412.0,0,107.0,7
2026-01-29,SKU-1014,Snacks,297.0,0,0.0,7
2026-01-30,SKU-1014,Snacks,194.0,0,0.0,7
2026-01-31,SKU-1014,Snacks,31.0,2653,2622.0,7
2026-02-01,SKU-1014,Snacks,191.0,0,2431.0,7
2026-02-02,SKU-1014,Snacks,286.0,0,2145.0,7
2026-02-03,SKU-1014,Snacks,300.0,0,1845.0,7
2026-02-04,SKU-1014,Snacks,316.0,0,,7
2026-02-05,SKU-1014,Snacks,199.0,0,1330.0,7
2026-02-06,SKU-1014,Snacks,193.0,0,1137.0,7
2026-02-07,SKU-1014,Snacks,239.0,2727,3625.0,7
2026-02-08,SKU-1014,Snacks,257.0,0,3368.0,7
2026-02-09,SKU-1014,Snacks,235.0,0,3133.0,7
2026-02-10,SKU-1014,Snacks,256.0,0,2877.0,7
2026-02-11,SKU-1014,Snacks,277.0,0,2600.0,7
2026-02-12,SKU-1014,Snacks,180.0,0,2420.0,7
2026-02-13,SKU-1014,Snacks,240.0,0,2180.0,7
2026-02-14,SKU-1014,Snacks,242.0,0,1938.0,7
2026-02-15,SKU-1014,Snacks,342.0,0,1596.0,7
2026-02-16,SKU-1014,Snacks,347.0,0,1249.0,7
2026-02-17,SKU-1014,Snacks,110.0,0,1139.0,7
2026-02-18,SKU-1014,Snacks,340.0,0,799.0,7
2026-02-19,SKU-1014,Snacks,354.0,2064,2509.0,7
2026-02-20,SKU-1014,Snacks,641.0,0,1868.0,7
2026-02-21,SKU-1014,Snacks,245.0,0,1623.0,7
2026-02-22,SKU-1014,Snacks,234.0,2674,4063.0,7
2026-02-23,SKU-1014,Snacks,167.0,0,3896.0,7
2026-02-24,SKU-1014,Snacks,241.0,0,3655.0,7
2026-02-25,SKU-1014,Snacks,294.0,0,3361.0,7
2026-02-26,SKU-1014,Snacks,305.0,0,3056.0,7
2026-02-27,SKU-1014,Snacks,339.0,0,2717.0,7
2026-02-28,SKU-1014,Snacks,209.0,0,2508.0,7
2026-03-01,SKU-1014,Snacks,247.0,0,2261.0,7
2026-03-02,SKU-1014,Snacks,220.0,0,2041.0,7
2026-03-03,SKU-1014,Snacks,273.0,0,1768.0,7
2026-03-04,SKU-1014,Snacks,263.0,0,1505.0,7
2026-03-05,SKU-1014,Snacks,304.0,2077,3278.0,7
2026-03-06,SKU-1014,Snacks,292.0,0,2986.0,7
2026-03-07,SKU-1014,Snacks,214.0,0,2772.0,7
2026-03-08,SKU-1014,Snacks,311.0,0,2461.0,7
2026-03-09,SKU-1014,Snacks,322.0,0,2139.0,7
2026-03-10,SKU-1014,Snacks,311.0,0,1828.0,7
2026-03-11,SKU-1014,Snacks,650.0,0,1178.0,7
2026-03-12,SKU-1014,Snacks,311.0,0,867.0,7
2026-03-13,SKU-1014,Snacks,224.0,0,643.0,7
2026-03-14,SKU-1014,Snacks,286.0,0,357.0,7
2026-03-15,SKU-1014,Snacks,422.0,0,0.0,7
2026-03-16,SKU-1014,Snacks,310.0,0,0.0,7
2026-03-17,SKU-1014,Snacks,329.0,0,0.0,7
2026-03-18,SKU-1014,Snacks,364.0,0,0.0,7
2026-03-19,SKU-1014,Snacks,155.0,2282,2127.0,7
2026-03-20,SKU-1014,Snacks,211.0,0,1916.0,7
2026-03-21,SKU-1014,Snacks,263.0,0,1653.0,7
2026-03-22,SKU-1014,Snacks,94.0,0,1559.0,7
2026-03-23,SKU-1014,Snacks,259.0,0,1300.0,7
2026-03-24,SKU-1014,Snacks,341.0,2546,3505.0,7
2026-03-25,SKU-1014,Snacks,238.0,0,3267.0,7
2026-03-26,SKU-1014,Snacks,330.0,0,2937.0,7
2026-03-27,SKU-1014,Snacks,286.0,0,2651.0,7
2026-03-28,SKU-1014,Snacks,201.0,0,2450.0,7
2026-03-29,SKU-1014,Snacks,317.0,0,2133.0,7
2026-03-30,SKU-1014,Snacks,331.0,0,1802.0,7
2026-03-31,SKU-1014,Snacks,414.0,0,1388.0,7
2026-04-01,SKU-1014,Snacks,,0,1120.0,7
2026-04-02,SKU-1014,Snacks,237.0,2515,3398.0,7
2026-04-03,SKU-1014,Snacks,177.0,0,3221.0,7
2026-04-04,SKU-1014,Snacks,261.0,0,2960.0,7
2026-04-05,SKU-1014,Snacks,268.0,0,2692.0,7
2026-04-06,SKU-1014,Snacks,157.0,0,2535.0,7
2026-04-07,SKU-1014,Snacks,325.0,0,2210.0,7
2026-04-08,SKU-1014,Snacks,382.0,0,1828.0,7
2026-04-09,SKU-1014,Snacks,211.0,0,1617.0,7
2026-04-10,SKU-1014,Snacks,234.0,0,1383.0,7
2026-04-11,SKU-1014,Snacks,213.0,0,1170.0,7
2026-04-12,SKU-1014,Snacks,306.0,0,864.0,7
2026-04-13,SKU-1014,Snacks,543.0,0,321.0,7
2026-04-14,SKU-1014,Snacks,315.0,0,6.0,7
2026-04-15,SKU-1014,Snacks,377.0,0,0.0,7
2026-04-16,SKU-1014,Snacks,291.0,0,0.0,7
2026-04-17,SKU-1014,Snacks,193.0,0,0.0,7
2026-04-18,SKU-1014,Snacks,239.0,2473,2234.0,7
2026-04-19,SKU-1014,Snacks,170.0,0,2064.0,7
2026-04-20,SKU-1014,Snacks,328.0,0,1736.0,7
2026-04-21,SKU-1014,Snacks,316.0,0,1420.0,7
2026-04-22,SKU-1014,Snacks,243.0,0,1177.0,7
2026-04-23,SKU-1014,Snacks,299.0,0,878.0,7
2026-04-24,SKU-1014,Snacks,234.0,0,644.0,7
2026-04-25,SKU-1014,Snacks,228.0,0,416.0,7
2026-04-26,SKU-1014,Snacks,212.0,0,204.0,7
2026-04-27,SKU-1014,Snacks,408.0,2572,2368.0,7
2026-04-28,SKU-1014,Snacks,328.0,0,2040.0,7
2026-04-29,SKU-1014,Snacks,321.0,0,1719.0,7
2026-04-30,SKU-1014,Snacks,273.0,0,1446.0,7
2026-05-01,SKU-1014,Snacks,268.0,2293,3471.0,7
2026-05-02,SKU-1014,Snacks,240.0,0,3231.0,7
2026-05-03,SKU-1014,Snacks,213.0,0,3018.0,7
2026-05-04,SKU-1014,Snacks,207.0,0,2811.0,7
2026-05-05,SKU-1014,Snacks,263.0,0,2548.0,7
2026-05-06,SKU-1014,Snacks,412.0,0,2136.0,7
2026-05-07,SKU-1014,Snacks,376.0,0,1760.0,7
2026-05-08,SKU-1014,Snacks,255.0,2870,4375.0,7
2026-05-09,SKU-1014,Snacks,242.0,0,4133.0,7
2026-05-10,SKU-1014,Snacks,241.0,0,3892.0,7
2026-05-11,SKU-1014,Snacks,207.0,0,3685.0,7
2026-05-12,SKU-1014,Snacks,258.0,0,3427.0,7
2026-05-13,SKU-1014,Snacks,372.0,0,3055.0,7
2026-05-14,SKU-1014,Snacks,455.0,0,2600.0,7
2026-05-15,SKU-1014,Snacks,254.0,0,2346.0,7
2026-05-16,SKU-1014,Snacks,181.0,0,2165.0,7
2026-05-17,SKU-1014,Snacks,222.0,0,1943.0,7
2026-05-18,SKU-1014,Snacks,279.0,0,1664.0,7
2026-05-19,SKU-1014,Snacks,264.0,0,1400.0,7
2026-05-20,SKU-1014,Snacks,444.0,0,956.0,7
2026-05-21,SKU-1014,Snacks,231.0,2618,3343.0,7
2026-05-22,SKU-1014,Snacks,353.0,0,2990.0,7
2026-05-23,SKU-1014,Snacks,115.0,0,2875.0,7
2026-05-24,SKU-1014,Snacks,234.0,0,2641.0,7
2026-05-25,SKU-1014,Snacks,,0,2077.0,7
2026-05-26,SKU-1014,Snacks,265.0,0,1812.0,7
2026-05-27,SKU-1014,Snacks,219.0,0,1593.0,7
2026-05-28,SKU-1014,Snacks,256.0,0,1337.0,7
2026-05-29,SKU-1014,Snacks,,2886,3963.0,7
2026-05-30,SKU-1014,Snacks,205.0,0,3758.0,7
2026-05-31,SKU-1014,Snacks,219.0,0,3539.0,7
2026-06-01,SKU-1014,Snacks,317.0,0,3222.0,7
2026-06-02,SKU-1014,Snacks,173.0,0,3049.0,7
2026-06-03,SKU-1014,Snacks,300.0,0,2749.0,7
2026-06-04,SKU-1014,Snacks,291.0,0,2458.0,7
2026-06-05,SKU-1014,Snacks,257.0,0,2201.0,7
2026-06-06,SKU-1014,Snacks,156.0,0,2045.0,7
2026-06-07,SKU-1014,Snacks,115.0,0,1930.0,7
2026-06-08,SKU-1014,Snacks,105.0,0,1825.0,7
2026-06-09,SKU-1014,Snacks,223.0,0,1602.0,7
2026-06-10,SKU-1014,Snacks,146.0,0,1456.0,7
2026-06-11,SKU-1014,Snacks,186.0,2008,3278.0,7
2026-06-12,SKU-1014,Snacks,,0,3113.0,7
2026-06-13,SKU-1014,Snacks,198.0,0,2915.0,7
2026-06-14,SKU-1014,Snacks,302.0,0,2613.0,7
2026-06-15,SKU-1014,Snacks,232.0,0,2381.0,7
2026-06-16,SKU-1014,Snacks,191.0,0,2190.0,7
2026-06-17,SKU-1014,Snacks,307.0,0,1883.0,7
2026-06-18,SKU-1014,Snacks,338.0,0,1545.0,7
2026-06-19,SKU-1014,Snacks,274.0,0,1271.0,7
2026-06-20,SKU-1014,Snacks,152.0,2232,,7
2026-06-21,SKU-1014,Snacks,219.0,0,3132.0,7
2026-06-22,SKU-1014,Snacks,219.0,0,2913.0,7
2026-06-23,SKU-1014,Snacks,407.0,0,2506.0,7
2026-06-24,SKU-1014,Snacks,360.0,0,2146.0,7
2026-06-25,SKU-1014,Snacks,157.0,0,1989.0,7
2026-06-26,SKU-1014,Snacks,335.0,0,1654.0,7
2026-06-27,SKU-1014,Snacks,125.0,0,1529.0,7
2026-06-28,SKU-1014,Snacks,164.0,0,1365.0,7
2026-06-29,SKU-1014,Snacks,245.0,0,1120.0,7
2026-01-01,SKU-1015,Pasta,355.0,0,1993.0,7
2026-01-02,SKU-1015,Pasta,285.0,0,1708.0,7
2026-01-03,SKU-1015,Pasta,293.0,0,1415.0,7
2026-01-04,SKU-1015,Pasta,272.0,0,1143.0,7
2026-01-05,SKU-1015,Pasta,352.0,0,791.0,7
2026-01-06,SKU-1015,Pasta,395.0,0,396.0,7
2026-01-07,SKU-1015,Pasta,413.0,0,0.0,7
2026-01-08,SKU-1015,Pasta,390.0,0,0.0,7
2026-01-09,SKU-1015,Pasta,282.0,0,0.0,7
2026-01-10,SKU-1015,Pasta,271.0,3314,3043.0,7
2026-01-11,SKU-1015,Pasta,245.0,0,2798.0,7
2026-01-12,SKU-1015,Pasta,329.0,0,2469.0,7
2026-01-13,SKU-1015,Pasta,467.0,0,2002.0,7
2026-01-14,SKU-1015,Pasta,356.0,2959,4605.0,7
2026-01-15,SKU-1015,Pasta,399.0,0,4206.0,7
2026-01-16,SKU-1015,Pasta,266.0,0,3940.0,7
2026-01-17,SKU-1015,Pasta,252.0,0,3688.0,7
2026-01-18,SKU-1015,Pasta,306.0,0,3382.0,7
2026-01-19,SKU-1015,Pasta,675.0,0,2707.0,7
2026-01-20,SKU-1015,Pasta,429.0,0,2278.0,7
2026-01-21,SKU-1015,Pasta,423.0,0,1855.0,7
2026-01-22,SKU-1015,Pasta,435.0,3348,4768.0,7
2026-01-23,SKU-1015,Pasta,297.0,0,4471.0,7
2026-01-24,SKU-1015,Pasta,271.0,0,4200.0,7
2026-01-25,SKU-1015,Pasta,254.0,0,3946.0,7
2026-01-26,SKU-1015,Pasta,314.0,0,3632.0,7
2026-01-27,SKU-1015,Pasta,405.0,0,3227.0,7
2026-01-28,SKU-1015,Pasta,422.0,0,2805.0,7
2026-01-29,SKU-1015,Pasta,398.0,0,2407.0,7
2026-01-30,SKU-1015,Pasta,783.0,0,1624.0,7
2026-01-31,SKU-1015,Pasta,283.0,0,1341.0,7
2026-02-01,SKU-1015,Pasta,243.0,0,1098.0,7
2026-02-02,SKU-1015,Pasta,321.0,3626,4403.0,7
2026-02-03,SKU-1015,Pasta,357.0,0,4046.0,7
2026-02-04,SKU-1015,Pasta,388.0,0,3658.0,7
2026-02-05,SKU-1015,Pasta,437.0,0,3221.0,7
2026-02-06,SKU-1015,Pasta,318.0,0,2903.0,7
2026-02-07,SKU-1015,Pasta,292.0,0,2611.0,7
2026-02-08,SKU-1015,Pasta,235.0,0,2376.0,7
2026-02-09,SKU-1015,Pasta,377.0,0,1999.0,7
2026-02-10,SKU-1015,Pasta,471.0,0,,7
2026-02-11,SKU-1015,Pasta,425.0,0,1103.0,7
2026-02-12,SKU-1015,Pasta,406.0,0,,7
2026-02-13,SKU-1015,Pasta,305.0,0,392.0,7
2026-02-14,SKU-1015,Pasta,244.0,0,148.0,7
2026-02-15,SKU-1015,Pasta,280.0,2754,2622.0,7
2026-02-16,SKU-1015,Pasta,139.0,0,2483.0,7
2026-02-17,SKU-1015,Pasta,,0,2064.0,7
2026-02-18,SKU-1015,Pasta,388.0,0,1676.0,7
2026-02-19,SKU-1015,Pasta,354.0,0,1322.0,7
2026-02-20,SKU-1015,Pasta,363.0,2506,3465.0,7
2026-02-21,SKU-1015,Pasta,273.0,0,3192.0,7
2026-02-22,SKU-1015,Pasta,296.0,0,2896.0,7
2026-02-23,SKU-1015,Pasta,375.0,0,2521.0,7
2026-02-24,SKU-1015,Pasta,435.0,0,2086.0,7
2026-02-25,SKU-1015,Pasta,431.0,3183,4838.0,7
2026-02-26,SKU-1015,Pasta,390.0,0,4448.0,7
2026-02-27,SKU-1015,Pasta,348.0,0,4100.0,7
2026-02-28,SKU-1015,Pasta,246.0,0,3854.0,7
2026-03-01,SKU-1015,Pasta,310.0,0,3544.0,7
2026-03-02,SKU-1015,Pasta,331.0,0,3213.0,7
2026-03-03,SKU-1015,Pasta,437.0,0,2776.0,7
2026-03-04,SKU-1015,Pasta,453.0,0,2323.0,7
2026-03-05,SKU-1015,Pasta,397.0,0,1926.0,7
2026-03-06,SKU-1015,Pasta,327.0,0,1599.0,7
2026-03-07,SKU-1015,Pasta,250.0,3592,4941.0,7
2026-03-08,SKU-1015,Pasta,290.0,0,4651.0,7
2026-03-09,SKU-1015,Pasta,355.0,0,4296.0,7
2026-03-10,SKU-1015,Pasta,453.0,0,3843.0,7
2026-03-11,SKU-1015,Pasta,439.0,0,3404.0,7
2026-03-12,SKU-1015,Pasta,425.0,0,2979.0,7
2026-03-13,SKU-1015,Pasta,323.0,0,2656.0,7
2026-03-14,SKU-1015,Pasta,294.0,0,2362.0,7
2026-03-15,SKU-1015,Pasta,255.0,0,2107.0,7
2026-03-16,SKU-1015,Pasta,299.0,2904,4712.0,7
2026-03-17,SKU-1015,Pasta,497.0,0,4215.0,7
2026-03-18,SKU-1015,Pasta,616.0,0,3599.0,7
2026-03-19,SKU-1015,Pasta,411.0,0,3188.0,7
2026-03-20,SKU-1015,Pasta,,0,2806.0,7
2026-03-21,SKU-1015,Pasta,302.0,0,2504.0,7
